"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department","salary"
"8521",0.23,0.68,5,244,3,0,0,0,"support","low"
"8526",0.55,0.64,6,148,4,0,0,0,"support","low"
"8531",0.85,0.65,3,195,3,0,0,0,"support","medium"
"8532",0.96,0.85,3,168,3,0,0,0,"technical","medium"
"8538",0.44,0.83,4,210,2,0,0,0,"IT","medium"
"8541",0.51,0.71,5,154,2,0,0,0,"product_mng","medium"
"8542",0.5,0.84,3,259,2,0,0,0,"product_mng","high"
"8544",0.74,0.74,5,262,2,0,0,0,"product_mng","medium"
"8546",0.22,0.65,5,174,5,1,0,0,"RandD","medium"
"8550",0.66,0.84,5,187,2,1,0,0,"RandD","low"
"8552",0.88,0.59,4,240,2,0,0,0,"sales","low"
"8554",0.56,0.44,2,130,3,0,0,0,"support","low"
"8556",0.85,0.6,3,218,3,0,0,0,"management","low"
"8557",0.95,0.95,4,204,3,1,0,0,"marketing","low"
"8559",0.61,0.53,4,183,3,0,0,0,"marketing","low"
"8565",0.99,0.64,4,135,2,1,0,0,"sales","low"
"8568",0.7,0.39,6,285,4,0,0,0,"sales","low"
"8569",0.68,0.61,6,236,3,0,0,0,"sales","medium"
"8572",0.86,0.65,5,166,3,0,0,0,"sales","medium"
"8573",0.87,0.84,3,172,3,0,0,0,"sales","medium"
"8576",0.83,0.59,4,197,4,0,0,0,"sales","medium"
"8582",0.71,0.84,3,139,2,0,0,0,"hr","low"
"8584",0.78,0.61,3,227,3,0,0,0,"hr","medium"
"8587",0.87,0.93,4,199,3,0,0,0,"technical","low"
"8588",0.94,0.84,5,203,3,0,0,0,"technical","low"
"8591",0.47,0.55,4,100,4,1,0,0,"technical","low"
"8592",0.5,0.48,2,150,3,1,0,0,"technical","low"
"8595",0.91,0.61,3,262,3,0,0,0,"technical","low"
"8599",0.83,0.65,3,231,2,0,0,0,"support","low"
"8606",0.48,0.43,3,96,3,0,0,0,"support","low"
"8607",0.91,0.5,3,276,4,0,0,0,"support","low"
"8612",0.55,0.57,5,280,6,1,0,0,"IT","medium"
"8616",0.19,0.64,5,231,4,1,0,0,"IT","medium"
"8620",0.58,0.74,4,180,3,0,0,0,"product_mng","high"
"8623",0.46,0.63,2,177,6,0,0,0,"RandD","medium"
"8632",0.19,0.91,5,145,3,0,0,0,"management","low"
"8634",0.87,1,3,148,3,0,0,0,"marketing","low"
"8638",0.89,0.86,3,223,2,0,0,0,"sales","low"
"8641",0.34,0.88,5,131,6,0,0,0,"sales","low"
"8643",0.59,0.54,4,210,3,0,0,0,"sales","low"
"8653",0.81,0.72,3,232,3,1,0,0,"sales","medium"
"8655",0.12,0.42,3,110,2,0,0,0,"accounting","medium"
"8664",0.44,0.58,4,152,3,0,0,0,"technical","low"
"8666",0.63,0.74,5,227,2,0,0,0,"technical","low"
"8668",0.82,0.53,4,162,3,1,0,0,"technical","low"
"8669",0.97,0.89,4,193,3,0,0,0,"technical","low"
"8674",0.89,0.75,4,246,3,1,0,0,"support","low"
"8681",0.15,0.96,5,201,6,0,0,0,"support","low"
"8684",0.23,0.96,4,213,4,0,0,0,"technical","medium"
"8685",0.85,0.79,4,138,2,0,0,0,"technical","medium"
"8686",0.79,0.57,3,168,2,0,0,0,"technical","medium"
"8687",0.6,0.6,4,197,3,0,0,0,"management","medium"
"8688",0.89,0.74,5,220,3,0,0,0,"IT","medium"
"8696",0.85,0.99,5,176,4,0,0,0,"product_mng","low"
"8703",0.54,0.7,3,213,2,0,0,0,"marketing","low"
"8704",0.61,0.77,4,195,2,0,0,0,"sales","low"
"8709",0.16,0.66,6,229,6,0,0,0,"marketing","low"
"8714",0.81,0.5,3,198,3,0,0,0,"sales","low"
"8715",0.2,0.82,4,190,5,0,0,0,"sales","low"
"8717",0.55,0.99,4,238,3,0,0,0,"sales","low"
"8719",0.91,0.61,4,176,3,0,0,0,"sales","low"
"8724",0.99,0.57,3,189,4,1,0,0,"sales","medium"
"8729",0.13,0.73,5,206,5,0,0,0,"sales","medium"
"8731",0.72,0.87,4,154,2,1,0,0,"accounting","medium"
"8732",0.68,0.61,4,147,3,0,0,0,"accounting","medium"
"8736",0.85,0.51,3,242,3,0,0,0,"hr","medium"
"8742",0.5,0.67,2,142,3,0,0,0,"technical","low"
"8748",0.71,1,3,181,4,0,0,0,"technical","medium"
"8749",0.21,0.81,5,169,4,0,0,0,"support","medium"
"8752",0.27,0.86,3,222,5,0,0,0,"support","medium"
"8754",0.17,0.52,6,176,5,0,0,0,"support","medium"
"8757",0.59,0.92,5,226,3,0,0,0,"support","medium"
"8758",0.49,0.61,5,196,3,0,0,0,"support","medium"
"8761",0.52,1,4,221,3,0,0,0,"technical","medium"
"8763",0.91,0.67,5,137,3,0,0,0,"management","medium"
"8766",0.92,0.51,4,167,3,1,0,0,"IT","medium"
"8769",0.84,0.81,4,152,2,1,0,0,"product_mng","medium"
"8775",0.56,0.85,3,109,2,0,0,0,"RandD","high"
"8777",0.64,0.72,4,253,4,0,0,0,"RandD","high"
"8780",0.82,0.73,3,148,4,0,0,0,"sales","high"
"8781",0.83,0.78,5,240,3,0,0,0,"accounting","high"
"8783",0.57,0.95,4,176,3,0,0,0,"technical","high"
"8785",0.78,0.6,2,206,2,0,0,0,"marketing","low"
"8786",0.55,0.8,3,192,3,1,0,0,"marketing","low"
"8789",0.67,0.83,3,220,3,0,0,0,"sales","low"
"8793",0.71,0.87,4,238,3,0,0,0,"sales","low"
"8794",0.65,0.91,3,207,3,0,0,0,"sales","low"
"8798",0.52,0.63,3,171,2,0,0,0,"sales","low"
"8799",0.24,0.78,5,131,5,0,0,0,"sales","low"
"8802",0.93,0.68,3,137,3,1,0,0,"sales","medium"
"8807",0.31,1,4,177,5,0,0,0,"accounting","medium"
"8808",0.49,0.68,3,181,3,0,0,0,"accounting","medium"
"8812",0.88,0.75,5,152,3,0,0,0,"hr","high"
"8829",0.93,0.53,5,204,2,0,0,0,"support","medium"
"8832",0.69,0.95,5,184,2,0,0,0,"support","medium"
"8846",0.73,0.84,4,238,2,0,0,0,"product_mng","medium"
"8847",0.48,0.47,3,160,3,0,0,0,"product_mng","medium"
"8851",0.97,0.54,3,255,2,1,0,0,"RandD","high"
"8854",0.79,0.76,4,216,4,0,0,0,"RandD","medium"
"8855",0.71,0.54,3,249,3,0,0,0,"marketing","medium"
"8857",0.6,0.7,4,265,4,1,0,0,"accounting","medium"
"8858",0.17,0.88,2,206,4,0,0,0,"support","medium"
"8862",0.67,0.55,5,239,2,0,0,0,"marketing","medium"
"8868",0.15,0.37,2,167,3,0,0,0,"sales","low"
"8871",0.86,0.71,4,250,3,1,0,0,"sales","low"
"8879",0.66,0.77,5,236,3,0,0,0,"sales","high"
"8880",0.85,0.66,3,234,3,0,0,0,"sales","medium"
"8883",0.25,0.45,3,228,5,0,0,0,"accounting","medium"
"8884",0.93,0.99,4,209,3,1,0,0,"accounting","high"
"8885",0.5,0.54,5,173,2,0,0,0,"accounting","medium"
"8886",0.68,0.71,4,206,2,0,0,0,"hr","medium"
"8887",0.62,0.87,3,151,2,1,0,0,"hr","medium"
"8900",0.66,0.67,3,199,2,0,0,0,"technical","low"
"8901",0.61,0.87,3,185,2,1,0,0,"support","low"
"8904",0.65,0.84,3,189,2,1,0,0,"support","low"
"8905",0.94,0.49,2,250,5,0,0,0,"support","low"
"8908",0.23,0.79,5,196,5,1,0,0,"support","low"
"8910",0.68,0.85,3,250,3,0,0,0,"support","low"
"8914",0.2,0.5,6,282,6,1,0,0,"technical","low"
"8917",0.7,0.74,3,202,2,0,0,0,"IT","medium"
"8920",0.62,0.64,3,165,3,0,0,0,"IT","high"
"8921",0.71,0.61,2,216,2,0,0,0,"product_mng","medium"
"8934",0.88,0.84,4,171,4,1,0,0,"support","medium"
"8935",0.69,0.72,2,190,2,0,0,0,"technical","medium"
"8941",0.58,0.98,3,175,3,0,0,0,"sales","low"
"8942",0.91,0.88,5,210,2,1,0,0,"sales","low"
"8945",0.55,0.53,4,214,3,0,0,0,"sales","low"
"8948",0.42,0.73,3,115,6,0,0,0,"sales","high"
"8958",0.43,0.82,2,221,5,0,0,0,"sales","medium"
"8961",0.77,0.56,3,167,4,0,0,0,"accounting","medium"
"8963",0.98,0.63,4,232,2,0,0,0,"hr","medium"
"8970",0.58,0.6,4,222,3,0,0,0,"technical","medium"
"8971",0.98,0.77,4,144,4,0,0,0,"technical","medium"
"8977",0.69,0.99,3,133,3,0,0,0,"support","low"
"8978",0.56,0.84,5,154,2,1,0,0,"support","low"
"8983",0.47,0.44,5,255,5,1,0,0,"support","low"
"8990",0.83,0.72,2,226,3,0,0,0,"technical","low"
"8995",0.58,0.79,4,130,3,0,0,0,"IT","medium"
"9005",0.53,0.46,2,167,2,0,0,0,"RandD","medium"
"9006",0.57,0.5,5,149,5,1,0,0,"RandD","medium"
"9007",0.85,0.99,4,233,2,0,0,0,"marketing","high"
"9009",0.57,0.54,3,159,3,1,0,0,"accounting","medium"
"9010",0.86,0.85,2,195,4,0,0,0,"support","medium"
"9011",0.6,0.7,5,229,2,0,0,0,"technical","medium"
"9013",0.54,0.63,3,174,3,0,0,0,"marketing","low"
"9015",0.92,0.77,5,217,4,0,0,0,"marketing","low"
"9017",0.83,0.9,4,195,3,0,0,0,"sales","low"
"9018",0.89,0.86,3,261,4,0,0,0,"sales","low"
"9019",0.94,0.61,4,199,3,0,0,0,"sales","low"
"9020",0.24,0.85,4,160,5,0,0,0,"sales","low"
"9021",0.69,0.8,3,177,4,0,0,0,"sales","low"
"9024",0.91,0.38,5,279,5,0,0,0,"sales","low"
"9027",0.73,0.69,3,161,3,0,0,0,"sales","low"
"9029",0.52,0.57,5,162,3,0,0,0,"sales","low"
"9031",0.94,0.69,3,269,3,0,0,0,"sales","low"
"9035",0.59,0.8,5,247,3,0,0,0,"accounting","medium"
"9039",0.84,0.65,4,264,2,0,0,0,"hr","medium"
"9041",0.64,0.52,4,271,2,1,0,0,"hr","medium"
"9043",0.82,0.58,4,249,5,0,0,0,"technical","medium"
"9045",0.8,0.52,3,147,3,1,0,0,"technical","medium"
"9047",0.94,0.81,4,237,3,1,0,0,"technical","low"
"9050",0.62,0.68,3,226,3,0,0,0,"technical","medium"
"9052",0.27,0.6,6,205,5,1,0,0,"technical","low"
"9053",0.89,0.65,3,208,2,0,0,0,"support","low"
"9059",0.78,0.84,4,173,3,0,0,0,"support","low"
"9061",0.8,0.84,3,186,6,0,0,0,"support","low"
"9069",0.78,0.72,3,223,4,0,0,0,"IT","low"
"9070",0.39,0.75,5,286,5,0,0,0,"IT","low"
"9075",0.89,0.81,3,186,3,0,0,0,"product_mng","medium"
"9076",0.93,0.57,2,205,4,1,0,0,"product_mng","medium"
"9078",0.56,0.53,3,189,3,0,0,0,"RandD","medium"
"9079",0.97,0.55,4,181,5,1,0,0,"RandD","medium"
"9081",0.73,0.46,4,240,4,1,0,0,"RandD","medium"
"9087",0.68,0.72,4,274,3,0,0,0,"technical","medium"
"9092",0.14,0.73,5,273,4,1,0,0,"sales","low"
"9093",0.2,0.54,5,162,6,0,0,0,"sales","low"
"9094",0.9,0.97,3,141,3,0,0,0,"sales","low"
"9098",0.67,0.72,4,218,2,1,0,0,"sales","low"
"9100",0.69,0.75,3,204,3,0,0,0,"sales","low"
"9101",0.69,0.9,4,148,2,0,0,0,"sales","low"
"9104",0.55,0.75,3,191,3,0,0,0,"sales","low"
"9106",0.83,0.78,5,250,2,1,0,0,"sales","low"
"9107",0.73,0.77,3,230,2,0,0,0,"sales","low"
"9109",0.52,0.67,4,182,3,0,0,0,"sales","medium"
"9112",0.7,0.74,3,224,3,0,0,0,"accounting","medium"
"9118",0.68,0.74,4,263,2,1,0,0,"technical","medium"
"9120",0.59,0.67,6,126,3,0,0,0,"technical","medium"
"9121",0.76,0.71,6,168,2,0,0,0,"technical","high"
"9123",0.8,0.85,4,239,3,0,0,0,"technical","medium"
"9126",0.81,0.97,3,133,3,0,0,0,"technical","medium"
"9128",0.76,0.6,5,244,3,1,0,0,"technical","low"
"9130",0.72,0.91,3,267,2,0,0,0,"support","low"
"9131",0.22,0.59,5,162,2,0,0,0,"support","low"
"9140",0.69,0.68,4,225,3,0,0,0,"technical","low"
"9144",0.48,0.51,4,103,4,0,0,0,"IT","low"
"9145",0.16,0.89,4,196,3,1,0,0,"IT","low"
"9150",0.56,0.41,6,142,3,0,0,0,"product_mng","medium"
"9152",0.86,0.9,5,180,4,0,0,0,"product_mng","medium"
"9155",0.68,0.83,5,267,3,0,0,0,"RandD","medium"
"9156",0.59,0.47,3,129,2,0,0,0,"RandD","medium"
"9162",0.34,0.46,6,132,2,0,0,0,"support","medium"
"9164",0.79,0.83,4,250,2,0,0,0,"management","medium"
"9165",0.5,0.77,3,204,2,0,0,0,"marketing","medium"
"9166",0.89,0.65,3,210,3,0,0,0,"marketing","low"
"9169",0.57,0.96,5,203,4,0,0,0,"sales","low"
"9170",0.14,0.99,3,257,4,1,0,0,"sales","low"
"9172",0.3,0.58,2,124,3,0,0,0,"sales","low"
"9177",0.17,0.52,4,184,4,0,0,0,"sales","low"
"9180",0.84,0.58,4,180,2,0,0,0,"sales","low"
"9186",0.72,0.83,4,181,3,0,0,0,"sales","low"
"9194",0.66,0.54,2,136,2,0,0,0,"technical","low"
"9196",0.69,0.89,2,220,3,0,0,0,"technical","low"
"9202",1,0.89,4,152,3,0,0,0,"technical","low"
"9210",0.84,0.46,5,118,3,0,0,0,"support","low"
"9214",0.74,0.58,4,193,3,0,0,0,"support","medium"
"9215",0.94,0.78,4,211,3,0,0,0,"support","medium"
"9216",0.57,0.58,3,192,3,0,0,0,"technical","medium"
"9220",0.24,0.6,2,194,6,0,0,0,"IT","medium"
"9224",0.68,0.55,6,181,3,0,0,0,"IT","medium"
"9227",0.3,0.66,3,198,2,0,0,0,"product_mng","medium"
"9230",0.83,0.91,3,251,2,0,0,0,"RandD","medium"
"9231",0.87,0.76,5,182,3,0,0,0,"RandD","medium"
"9239",0.61,1,5,243,2,0,0,0,"technical","medium"
"9241",0.19,1,4,188,4,1,0,0,"marketing","medium"
"9246",0.52,0.82,4,198,4,0,0,0,"sales","low"
"9247",0.27,0.55,5,121,3,1,0,0,"sales","low"
"9255",0.64,0.48,4,267,2,1,0,0,"sales","low"
"9261",0.71,0.44,2,207,4,0,0,0,"sales","low"
"9262",0.8,0.56,6,111,6,0,0,0,"sales","low"
"9266",0.49,0.57,4,146,4,0,0,0,"hr","medium"
"9268",0.57,0.69,4,255,3,0,0,0,"hr","medium"
"9271",0.7,0.5,3,251,2,0,0,0,"technical","medium"
"9274",0.5,0.64,3,249,2,1,0,0,"technical","low"
"9277",0.83,0.66,3,239,3,0,0,0,"technical","low"
"9279",0.16,0.73,6,170,3,0,0,0,"technical","low"
"9281",0.93,0.73,4,156,2,0,0,0,"support","low"
"9285",0.57,0.74,3,257,2,0,0,0,"support","low"
"9288",0.81,0.51,3,273,2,1,0,0,"support","low"
"9292",0.57,0.65,4,265,3,0,0,0,"technical","low"
"9295",0.35,0.47,4,151,6,0,0,0,"management","medium"
"9298",0.9,0.58,3,264,3,0,0,0,"IT","medium"
"9304",0.76,0.85,3,204,2,1,0,0,"product_mng","medium"
"9307",0.67,0.93,5,254,3,1,0,0,"RandD","medium"
"9312",0.77,0.73,4,159,3,1,0,0,"sales","medium"
"9316",0.91,0.52,4,172,4,1,0,0,"management","high"
"9317",0.77,0.65,3,187,3,0,0,0,"marketing","low"
"9319",0.82,0.51,5,232,3,0,0,0,"marketing","medium"
"9327",0.47,0.7,4,134,3,0,0,0,"sales","low"
"9333",0.72,0.64,4,140,2,0,0,0,"sales","low"
"9337",0.97,0.66,4,218,3,0,0,0,"sales","high"
"9338",0.61,0.59,3,157,2,0,0,0,"sales","high"
"9339",0.71,0.89,3,222,3,0,0,0,"accounting","low"
"9340",0.96,0.76,4,152,3,1,0,0,"accounting","low"
"9343",0.92,0.76,4,258,2,0,0,0,"hr","medium"
"9347",0.85,0.66,3,235,3,0,0,0,"technical","low"
"9348",0.38,0.6,4,190,2,0,0,0,"technical","low"
"9350",0.66,0.72,4,137,3,0,0,0,"technical","low"
"9352",0.63,0.59,4,249,2,0,0,0,"technical","low"
"9353",0.32,0.74,6,205,3,0,0,0,"technical","low"
"9354",0.73,0.55,3,149,3,0,0,0,"technical","low"
"9355",0.75,0.89,4,139,3,0,0,0,"technical","low"
"9362",0.66,0.84,3,170,4,0,0,0,"support","low"
"9363",0.56,0.49,3,208,3,0,0,0,"support","low"
"9365",0.82,0.81,3,149,3,0,0,0,"support","low"
"9366",0.85,0.59,2,264,2,0,0,0,"support","low"
"9369",0.32,0.74,3,211,3,0,0,0,"technical","low"
"9374",0.24,0.89,5,169,4,0,0,0,"IT","low"
"9377",0.6,0.91,4,185,3,1,0,0,"product_mng","low"
"9379",0.94,0.62,3,147,3,0,0,0,"product_mng","low"
"9385",0.88,0.66,3,178,3,0,0,0,"RandD","high"
"9398",0.49,0.83,3,172,2,0,0,0,"sales","medium"
"9399",0.92,0.62,3,264,2,0,0,0,"sales","medium"
"9407",0.88,0.58,4,215,2,0,0,0,"sales","low"
"9411",0.81,0.49,4,285,4,0,0,0,"sales","low"
"9413",0.65,0.63,3,137,3,0,0,0,"sales","high"
"9415",0.64,0.62,4,145,3,1,0,0,"sales","low"
"9417",0.13,0.62,3,264,6,0,0,0,"accounting","low"
"9419",0.74,0.51,5,198,3,0,0,0,"hr","low"
"9420",0.8,0.81,5,200,3,0,0,0,"hr","low"
"9422",0.69,0.75,4,249,4,0,0,0,"hr","medium"
"9423",0.91,0.53,4,212,3,0,0,0,"technical","low"
"9426",0.57,0.99,3,100,4,1,0,0,"technical","low"
"9427",0.51,0.58,2,218,2,1,0,0,"technical","low"
"9433",0.31,0.38,3,173,2,0,0,0,"technical","low"
"9436",0.52,0.8,5,209,2,0,0,0,"support","low"
"9443",0.99,0.92,4,212,3,0,0,0,"support","low"
"9447",0.95,0.58,5,133,3,0,0,0,"technical","low"
"9448",0.69,0.83,5,225,3,0,0,0,"management","low"
"9449",0.97,0.91,2,112,5,0,0,0,"IT","low"
"9451",0.67,0.71,4,178,6,0,0,0,"IT","low"
"9453",0.49,0.95,2,181,4,1,0,0,"IT","low"
"9459",0.51,0.89,3,230,4,0,0,0,"marketing","low"
"9460",0.65,0.9,3,163,3,1,0,0,"marketing","medium"
"9461",0.45,0.66,2,236,3,0,0,0,"marketing","medium"
"9465",0.52,0.99,4,253,3,0,0,0,"marketing","medium"
"9469",0.84,0.54,5,186,2,0,0,0,"technical","medium"
"9471",0.75,0.59,3,242,3,0,0,0,"marketing","medium"
"9472",0.52,0.74,3,160,2,0,0,0,"marketing","high"
"9474",0.75,0.53,3,154,2,0,0,0,"sales","medium"
"9477",0.8,0.84,3,251,3,0,0,0,"sales","medium"
"9487",0.96,0.66,3,155,2,0,0,0,"sales","low"
"9489",0.78,0.96,2,174,3,0,0,0,"sales","low"
"9495",0.77,0.51,2,254,5,0,0,0,"accounting","medium"
"9498",0.59,0.43,3,171,3,0,0,0,"hr","medium"
"9502",0.78,0.65,3,176,2,0,0,0,"technical","low"
"9503",0.73,0.76,2,166,3,0,0,0,"technical","low"
"9505",0.65,0.82,4,257,3,0,0,0,"technical","low"
"9509",0.57,0.76,2,176,3,0,0,0,"technical","low"
"9512",0.5,0.53,3,121,4,0,0,0,"support","low"
"9513",0.47,0.57,3,97,4,0,0,0,"support","low"
"9514",0.92,0.54,4,217,4,0,0,0,"support","low"
"9516",0.54,0.46,2,98,4,0,0,0,"support","low"
"9517",0.58,0.97,5,265,3,0,0,0,"support","low"
"9518",0.95,0.87,3,201,3,0,0,0,"support","low"
"9523",0.52,0.57,3,183,2,0,0,0,"technical","low"
"9524",0.83,0.8,5,223,3,0,0,0,"technical","low"
"9530",0.51,0.88,5,225,2,1,0,0,"IT","low"
"9531",0.55,0.55,4,257,3,0,0,0,"product_mng","low"
"9533",0.85,0.86,3,179,3,0,0,0,"product_mng","low"
"9534",0.29,0.85,4,211,2,0,0,0,"product_mng","low"
"9540",0.97,0.76,3,193,3,0,0,0,"RandD","medium"
"9541",0.71,0.55,4,273,3,1,0,0,"RandD","medium"
"9549",0.61,0.37,4,165,6,0,0,0,"marketing","medium"
"9551",0.72,0.59,5,138,2,0,0,0,"sales","low"
"9554",0.5,0.65,4,266,3,1,0,0,"sales","medium"
"9556",0.76,0.55,4,147,3,0,0,0,"sales","low"
"9558",0.78,0.57,5,114,4,0,0,0,"sales","low"
"9562",0.8,0.5,3,219,3,0,0,0,"sales","low"
"9565",0.75,0.75,5,133,2,0,0,0,"sales","low"
"9566",0.94,0.49,4,220,3,0,0,0,"sales","low"
"9578",0.66,0.87,4,139,3,0,0,0,"technical","medium"
"9579",0.55,0.95,4,249,4,0,0,0,"technical","medium"
"9585",0.46,0.54,3,183,4,0,0,0,"technical","medium"
"9589",0.82,0.74,3,256,3,1,0,0,"support","medium"
"9596",0.6,0.5,4,137,3,0,0,0,"support","low"
"9598",0.41,0.5,6,257,6,1,0,0,"support","low"
"9599",0.79,0.72,5,245,3,1,0,0,"technical","low"
"9600",0.5,0.8,3,234,3,0,0,0,"technical","low"
"9601",0.8,0.76,4,135,2,0,0,0,"technical","low"
"9603",0.99,0.68,4,238,3,0,0,0,"IT","low"
"9604",0.77,0.86,3,101,5,0,0,0,"IT","low"
"9606",0.55,0.87,3,241,4,0,0,0,"IT","low"
"9615",0.76,0.48,5,173,3,0,0,0,"accounting","high"
"9620",0.68,0.65,3,243,2,0,0,0,"sales","medium"
"9622",0.46,0.4,3,145,2,0,0,0,"support","medium"
"9623",0.8,0.7,3,238,2,0,0,0,"technical","medium"
"9629",0.87,0.67,5,143,3,0,0,0,"sales","medium"
"9632",0.18,0.5,4,169,4,0,0,0,"sales","low"
"9636",0.58,0.75,4,244,4,0,0,0,"sales","low"
"9637",0.68,0.55,4,169,3,1,0,0,"sales","low"
"9646",0.55,0.89,6,99,3,0,0,0,"sales","low"
"9648",0.69,0.68,4,214,4,0,0,0,"accounting","low"
"9656",0.6,0.72,3,181,2,0,0,0,"technical","medium"
"9659",0.61,0.96,4,161,3,1,0,0,"technical","medium"
"9661",0.88,0.91,3,157,2,0,0,0,"technical","medium"
"9662",0.94,0.8,6,147,3,0,0,0,"technical","medium"
"9665",0.9,0.68,4,204,4,1,0,0,"support","low"
"9670",0.92,0.97,4,199,3,0,0,0,"support","low"
"9672",0.95,0.53,4,143,3,0,0,0,"support","low"
"9680",0.88,0.71,5,219,2,0,0,0,"IT","medium"
"9682",0.31,0.7,4,182,3,0,0,0,"IT","medium"
"9684",0.56,0.83,5,157,3,0,0,0,"IT","medium"
"9686",0.56,0.47,5,185,4,0,0,0,"product_mng","medium"
"9688",0.74,0.99,4,156,3,0,0,0,"product_mng","medium"
"9690",0.69,0.91,6,247,6,0,0,0,"RandD","medium"
"9693",0.79,0.93,5,169,3,0,0,0,"RandD","medium"
"9699",0.8,0.84,3,195,3,0,0,0,"support","medium"
"9703",0.54,0.72,6,222,5,0,0,0,"marketing","high"
"9715",0.73,0.68,4,227,3,0,0,0,"sales","low"
"9720",0.66,0.96,3,175,2,0,0,0,"sales","low"
"9722",0.86,0.56,5,215,2,0,0,0,"sales","low"
"9725",0.69,0.73,4,233,2,0,0,0,"accounting","low"
"9727",0.63,0.74,4,202,3,0,0,0,"hr","low"
"9730",0.47,0.41,2,140,3,0,0,0,"hr","medium"
"9733",0.92,0.88,4,111,4,0,0,0,"technical","medium"
"9736",0.22,0.85,6,172,6,1,0,0,"technical","medium"
"9741",0.73,0.82,4,205,4,0,0,0,"technical","medium"
"9744",0.5,0.48,2,106,2,0,0,0,"support","high"
"9749",0.31,0.51,4,229,6,0,0,0,"support","high"
"9750",0.59,0.49,4,149,4,0,0,0,"support","low"
"9752",0.96,0.51,3,241,6,1,0,0,"support","low"
"9753",0.69,0.67,4,156,3,0,0,0,"technical","low"
"9754",0.92,0.89,3,220,2,0,0,0,"technical","low"
"9756",0.67,0.7,4,222,3,0,0,0,"management","low"
"9769",0.76,0.81,3,175,3,0,0,0,"RandD","medium"
"9772",0.63,0.52,5,226,4,0,0,0,"marketing","medium"
"9773",0.5,0.83,2,220,2,1,0,0,"sales","medium"
"9777",0.56,0.57,2,112,4,0,0,0,"management","medium"
"9784",0.63,0.78,2,158,5,1,0,0,"sales","medium"
"9788",0.63,0.7,5,177,2,1,0,0,"sales","medium"
"9790",0.92,0.91,3,202,2,0,0,0,"sales","medium"
"9794",0.84,0.63,2,162,3,0,0,0,"sales","low"
"9796",0.57,0.59,4,197,3,0,0,0,"sales","low"
"9797",0.15,0.42,3,98,3,0,0,0,"sales","low"
"9804",0.51,0.58,3,141,3,0,0,0,"hr","low"
"9805",0.71,0.95,4,249,3,0,0,0,"hr","low"
"9806",0.63,0.82,5,268,3,0,0,0,"hr","high"
"9810",0.57,0.46,3,167,4,0,0,0,"technical","medium"
"9812",0.84,0.62,5,245,4,0,0,0,"technical","medium"
"9816",1,0.58,4,229,2,1,0,0,"technical","medium"
"9819",0.62,0.52,6,253,4,0,0,0,"support","medium"
"9820",0.98,0.68,4,253,3,0,0,0,"support","high"
"9825",0.47,0.49,2,112,3,1,0,0,"support","medium"
"9828",0.54,0.53,3,203,2,0,0,0,"support","low"
"9831",0.13,0.58,4,203,4,0,0,0,"technical","low"
"9836",0.51,0.85,2,248,4,0,0,0,"IT","high"
"9837",0.91,0.7,3,193,2,0,0,0,"IT","low"
"9838",0.86,0.9,4,162,3,0,0,0,"product_mng","low"
"9842",0.86,0.8,5,134,2,0,0,0,"IT","low"
"9848",0.6,0.99,5,161,3,0,0,0,"management","high"
"9849",0.71,0.57,3,207,3,0,0,0,"marketing","medium"
"9851",0.48,0.92,3,234,3,0,0,0,"accounting","medium"
"9858",0.54,0.87,4,163,3,0,0,0,"sales","medium"
"9864",0.84,0.98,4,246,3,0,0,0,"sales","medium"
"9865",0.76,0.5,3,196,3,1,0,0,"sales","medium"
"9870",0.77,0.71,5,204,3,0,0,0,"sales","high"
"9871",0.96,0.86,2,163,3,0,0,0,"sales","low"
"9872",0.53,0.62,4,162,2,0,0,0,"sales","low"
"9879",0.23,0.5,2,150,6,0,0,0,"accounting","low"
"9882",0.27,0.64,2,188,3,0,0,0,"hr","low"
"9883",0.9,0.53,3,167,3,0,0,0,"hr","low"
"9892",0.74,0.44,5,169,3,1,0,0,"technical","medium"
"9899",0.81,0.68,4,179,3,0,0,0,"support","low"
"9901",0.63,0.66,3,177,2,1,0,0,"support","medium"
"9906",0.8,0.74,5,229,3,1,0,0,"technical","low"
"9909",0.79,0.54,6,190,4,0,0,0,"management","low"
"9915",0.7,0.76,3,173,2,0,0,0,"product_mng","low"
"9921",0.54,0.83,3,201,3,0,0,0,"accounting","high"
"9922",0.23,0.74,5,120,4,0,0,0,"accounting","high"
"9924",1,0.51,5,274,4,0,0,0,"IT","medium"
"9932",0.65,0.79,5,266,3,0,0,0,"marketing","medium"
"9934",0.18,0.67,5,209,4,0,0,0,"sales","medium"
"9938",0.91,0.98,5,135,3,0,0,0,"sales","low"
"9940",0.89,0.76,2,278,2,0,0,0,"sales","medium"
"9942",0.96,0.72,3,157,3,0,0,0,"sales","medium"
"9950",0.89,0.64,4,274,2,1,0,0,"sales","low"
"9954",0.75,0.95,4,177,3,0,0,0,"accounting","low"
"9962",0.81,0.96,4,219,2,0,0,0,"technical","low"
"9965",0.61,0.74,5,185,2,1,0,0,"technical","medium"
"9968",0.87,0.64,3,187,2,0,0,0,"technical","medium"
"9974",0.71,0.99,3,228,2,0,0,0,"support","medium"
"9978",0.91,0.59,3,266,2,0,0,0,"support","medium"
"9986",0.37,0.71,6,266,5,0,0,0,"IT","low"
